num,site_name,lat,lon
15072,GRASS VALLEY C A FAWN LODGE NR LEWISTON CA,40.676424,-122.829277
15073,GRASS VALLEY C A FAWN LODGE NR LEWISTON CA,40.676424,-122.829277
15074,GRASS VALLEY C A FAWN LODGE NR LEWISTON CA,40.676424,-122.829277
15075,GRASS VALLEY C A FAWN LODGE NR LEWISTON CA,40.676424,-122.829277
15076,GRASS VALLEY C A FAWN LODGE NR LEWISTON CA,40.676424,-122.829277
15078,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15079,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15080,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15081,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15082,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15083,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15084,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15085,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15086,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15087,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15088,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15089,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15090,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
15091,GRASS VALLEY C NR LEWISTON CA,40.687073,-122.86103
